id,relid,year,start_year,end_year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,iso3,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,#date+year+start,#date+year+end,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#country+code,#geo+lon,,,#country+name,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
254778,EGY-2018-1-14677-20,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""BBC Monitoring Middle East,2018-03-04,Egypt army kills 10 militants in Sinai operation"";""Agence France Presse,2018-03-04,4 soldiers, 10 jihadists killed in Egypt Sinai campaign""",BBC Monitoring Middle East;Agence France Presse,2018-03-04;2018-03-04,"Egypt army kills 10 militants in Sinai operation;4 soldiers, 10 jihadists killed in Egypt Sinai campaign",Egyptian army spokesperson Tamer al-Refai,4,North Sinai governorate,north Sinai,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,1,2,2018-03-01 00:00:00.000,2018-03-04 00:00:00.000,4,10,0,0,14,14,14,651,
254779,EGY-2018-1-14677-21,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""Agence France Presse,2018-03-11,Egypt army says 16 jihadists killed in Sinai operation"";""Xinhua News Agency,2018-03-11,Egyptian forces kill 16 militants in Sinai operation""",Agence France Presse;Xinhua News Agency,2018-03-11;2018-03-11,Egypt army says 16 jihadists killed in Sinai operation;Egyptian forces kill 16 militants in Sinai operation,Egyptian army spokesperson Tamer al-Refai,4,North Sinai governorate,North Sinai,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,2,2,2018-03-08 00:00:00.000,2018-03-11 00:00:00.000,2,16,0,0,18,18,18,651,
254780,EGY-2018-1-14677-22.1,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,3,"""BBC Monitoring Middle East,2018-03-19,Egypt army kills' 36 militants, arrests 345 suspects"";""Associated Press Newswires,2018-03-19,Egypt: 4 troops, 36 Islamic militants killed in Sinai battle"";""Agence France Presse,2018-03-19,Egypt military says 36 jihadists killed in Sinai""",BBC Monitoring Middle East;Associated Press Newswires;Agence France Presse,2018-03-19;2018-03-19;2018-03-19,"Egypt army kills' 36 militants, arrests 345 suspects;Egypt: 4 troops, 36 Islamic militants killed in Sinai battle;Egypt military says 36 jihadists killed in Sinai",Military,4,North Sinai governorate,North and Central Sinai provinces,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,2,2,2018-03-14 00:00:00.000,2018-03-19 00:00:00.000,2,18,0,0,20,20,20,651,
254781,EGY-2018-1-14677-22.2,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,3,"""BBC Monitoring Middle East,2018-03-19,Egypt army kills' 36 militants, arrests 345 suspects"";""Associated Press Newswires,2018-03-19,Egypt: 4 troops, 36 Islamic militants killed in Sinai battle"";""Agence France Presse,2018-03-19,Egypt military says 36 jihadists killed in Sinai""",BBC Monitoring Middle East;Associated Press Newswires;Agence France Presse,2018-03-19;2018-03-19;2018-03-19,"Egypt army kills' 36 militants, arrests 345 suspects;Egypt: 4 troops, 36 Islamic militants killed in Sinai battle;Egypt military says 36 jihadists killed in Sinai",Military,4,Central Sinai governorate,North and Central Sinai provinces,Central Sinai governorate,,29.900000,EGY,33.700000,POINT (33.700000 29.900000),172508,Egypt,651,Middle East,2,2,2018-03-14 00:00:00.000,2018-03-19 00:00:00.000,2,18,0,0,20,20,20,651,
254785,EGY-2018-1-14677-23,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,1,"""Agence France Presse,2018-04-01,Egypt says 6 jihadists, 2 soldiers killed in Sinai op""",Agence France Presse,2018-04-01,"Egypt says 6 jihadists, 2 soldiers killed in Sinai op",Egyptian army spokesperson Tamer al-Refai,4,North Sinai governorate,North Sinai,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,2,3,2018-03-26 00:00:00.000,2018-04-01 00:00:00.000,2,6,0,0,8,8,8,651,
255625,EGY-2018-1-14677-24,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,1,"""Xinhua News Agency,2018-04-08,Egyptian forces kill 4 terrorists in Sinai anti-terror raids""",Xinhua News Agency,2018-04-08,Egyptian forces kill 4 terrorists in Sinai anti-terror raids,Egyptian army spokesperson Tamer al-Refai,5,Sinai Peninsula,Sinai,,,29.500000,EGY,34.000000,POINT (34.000000 29.500000),172509,Egypt,651,Middle East,1,4,2018-04-01 00:00:00.000,2018-04-08 00:00:00.000,0,4,0,0,4,4,4,651,
255626,EGY-2018-1-14677-25.1,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""BBC Monitoring Middle East,2018-04-14,Egypt army kills 27 militants, arrests 114 suspects in Sinai"";""Agence France Presse,2018-04-14,Egypt army says 27 jihadists killed in Sinai operation""",BBC Monitoring Middle East;Agence France Presse,2018-04-14;2018-04-14,"Egypt army kills 27 militants, arrests 114 suspects in Sinai;Egypt army says 27 jihadists killed in Sinai operation",Egyptian army spokesperson Tamer al-Refai,4,North Sinai governorate,North and central Sinai,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,2,3,2018-04-08 00:00:00.000,2018-04-14 00:00:00.000,0,14,0,0,14,14,13,651,
255627,EGY-2018-1-14677-25.2,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""BBC Monitoring Middle East,2018-04-14,Egypt army kills 27 militants, arrests 114 suspects in Sinai"";""Agence France Presse,2018-04-14,Egypt army says 27 jihadists killed in Sinai operation""",BBC Monitoring Middle East;Agence France Presse,2018-04-14;2018-04-14,"Egypt army kills 27 militants, arrests 114 suspects in Sinai;Egypt army says 27 jihadists killed in Sinai operation",Egyptian army spokesperson Tamer al-Refai,4,Central Sinai governorate,North and central Sinai,Central Sinai governorate,,29.900000,EGY,33.700000,POINT (33.700000 29.900000),172508,Egypt,651,Middle East,2,3,2018-04-08 00:00:00.000,2018-04-14 00:00:00.000,0,13,0,0,13,14,13,651,
255628,EGY-2018-1-14677-26,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,5,"""Reuters News,2018-04-14,Eight Egyptian soldiers, 14 militants killed in Sinai attack: army"";""Xinhua News Agency,2018-04-14,2nd LD-Writethru: 8 Egyptian soldiers killed in terror attack in Sinai"";""Associated Press Newswires,2018-04-15,Islamic State claims attack in Egypt's Sinai that killed 8"";""Africa Research Bulletin Volume 55, Issue 4,2018-05-16,EGYPT: “Quick End” to Sinai Operations"";""Tahrir Institute for Middle East Policy,2018-07-27,FIVE YEARS OF EGYPT’S WAR ON TERROR""","Reuters News;Xinhua News Agency;Associated Press Newswires;Africa Research Bulletin Volume 55, Issue 4;Tahrir Institute for Middle East Policy",2018-04-14;2018-04-14;2018-04-15;2018-05-16;2018-07-27,"Eight Egyptian soldiers, 14 militants killed in Sinai attack: army;2nd LD-Writethru: 8 Egyptian soldiers killed in terror attack in Sinai;Islamic State claims attack in Egypt's Sinai that killed 8;EGYPT: “Quick End” to Sinai Operations;FIVE YEARS OF EGYPT’S WAR ON TERROR","Egyptian army spokesperson Tamer al-Refai
IS
Tahrir Institute for Middle East Policy",2,Al Qosimah village,near al-Qasima Central Sinai,North Sinai governorate,,30.666078,EGY,34.368760,POINT (34.368760 30.666078),173949,Egypt,651,Middle East,1,1,2018-04-14 00:00:00.000,2018-04-14 00:00:00.000,20,14,0,0,34,34,22,651,
255629,EGY-2018-1-14677-27,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""Associated Press Newswires,2018-04-18,Egypt's military says IS leader in Sinai killed in shootout"";""Xinhua News Agency,2018-04-18,Egypt's army announces killing terrorist leader in Sinai""",Associated Press Newswires;Xinhua News Agency,2018-04-18;2018-04-18,Egypt's military says IS leader in Sinai killed in shootout;Egypt's army announces killing terrorist leader in Sinai,Egyptian army spokesperson Tamer al-Refai,5,Sinai Peninsula,Sinai,,,29.500000,EGY,34.000000,POINT (34.000000 29.500000),172509,Egypt,651,Middle East,1,2,2018-04-16 00:00:00.000,2018-04-18 00:00:00.000,0,1,0,0,1,1,1,651,
255630,EGY-2018-1-14677-28,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""Xinhua News Agency,2018-04-25,30 terrorists, 3 officers killed in Egypt's Sinai raids: army"";""Associated Press Newswires,2018-04-25,Egypt says 3 troops killed fighting militants in Sinai""",Xinhua News Agency;Associated Press Newswires,2018-04-25;2018-04-25,"30 terrorists, 3 officers killed in Egypt's Sinai raids: army;Egypt says 3 troops killed fighting militants in Sinai",Egyptian army spokesperson Tamer al-Refai,4,North Sinai governorate,North Sinai,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,2,3,2018-04-19 00:00:00.000,2018-04-25 00:00:00.000,3,30,0,0,33,33,33,651,
256596,EGY-2018-1-14677-29.1,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""BBC Monitoring Middle East,2018-05-10,Egyptian army kills 21 militants in Sinai"";""Xinhua News Agency,2018-05-10,Egypt forces kill 21 terrorists in Sinai: army""",BBC Monitoring Middle East;Xinhua News Agency,2018-05-10;2018-05-10,Egyptian army kills 21 militants in Sinai;Egypt forces kill 21 terrorists in Sinai: army,Egyptian army spokesperson Tamer al-Refai,4,Central Sinai governorate,North and Central Sinai,Central Sinai governorate,,29.900000,EGY,33.700000,POINT (33.700000 29.900000),172508,Egypt,651,Middle East,2,4,2018-04-25 00:00:00.000,2018-05-10 00:00:00.000,0,11,0,0,11,11,11,651,
256630,EGY-2018-1-14677-29.2,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""BBC Monitoring Middle East,2018-05-10,Egyptian army kills 21 militants in Sinai"";""Xinhua News Agency,2018-05-10,Egypt forces kill 21 terrorists in Sinai: army""",BBC Monitoring Middle East;Xinhua News Agency,2018-05-10;2018-05-10,Egyptian army kills 21 militants in Sinai;Egypt forces kill 21 terrorists in Sinai: army,military spokesman,4,North Sinai governorate,Split between North and Central Sinai.,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,2,4,2018-04-25 00:00:00.000,2018-05-10 00:00:00.000,0,10,0,0,10,10,10,651,
256599,EGY-2018-1-14677-30.1,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,3,"""Agence France Presse,2018-05-17,Egypt kills 19 jihadists in Sinai: army"";""Reuters News,2018-05-17,Egypt's military kills 19, arrests 20 in Sinai operation"";""Xinhua News Agency,2018-05-17,Egyptian forces kill 19 militants in latest anti-terror raids in Sinai""",Agence France Presse;Reuters News;Xinhua News Agency,2018-05-17;2018-05-17;2018-05-17,"Egypt kills 19 jihadists in Sinai: army;Egypt's military kills 19, arrests 20 in Sinai operation;Egyptian forces kill 19 militants in latest anti-terror raids in Sinai",Egyptian army spokesperson Tamer al-Refai,4,Central Sinai governorate,North and Central Sinai.,Central Sinai governorate,,29.900000,EGY,33.700000,POINT (33.700000 29.900000),172508,Egypt,651,Middle East,2,4,2018-05-10 00:00:00.000,2018-05-17 00:00:00.000,0,10,0,0,10,10,10,651,
256635,EGY-2018-1-14677-30.2,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,3,"""Agence France Presse,2018-05-17,Egypt kills 19 jihadists in Sinai: army"";""Reuters News,2018-05-17,Egypt's military kills 19, arrests 20 in Sinai operation"";""Xinhua News Agency,2018-05-17,Egyptian forces kill 19 militants in latest anti-terror raids in Sinai""",Agence France Presse;Reuters News;Xinhua News Agency,2018-05-17;2018-05-17;2018-05-17,"Egypt kills 19 jihadists in Sinai: army;Egypt's military kills 19, arrests 20 in Sinai operation;Egyptian forces kill 19 militants in latest anti-terror raids in Sinai",Egyptian army spokesperson Tamer al-Refai,4,North Sinai governorate,North and Central Sinai,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,2,4,2018-05-10 00:00:00.000,2018-05-17 00:00:00.000,0,9,0,0,9,9,9,651,
256615,EGY-2018-1-14677-38,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,1,"""BBC Monitoring Middle East,2018-05-29,Egypt's army kills' eight militants, destroys vehicles in Sinai""",BBC Monitoring Middle East,2018-05-29,"Egypt's army kills' eight militants, destroys vehicles in Sinai",Egyptian army spokesperson Tamer al-Refai,5,Egypt-Libya border,Western border with Libya,,,27.471047,EGY,25.007243,POINT (25.007243 27.471047),168891,Egypt,651,Middle East,1,4,2018-05-17 00:00:00.000,2018-05-29 00:00:00.000,0,2,0,0,2,2,2,651,
260145,EGY-2018-1-14677-39,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,1,"""Africa Research Bulletin,2018-07-12,Africa Research Bulletin Volume 55 Number 6 """,Africa Research Bulletin,2018-07-12,Africa Research Bulletin Volume 55 Number 6,army,5,Sinai Peninsula,Sinai Peninsula,,,29.500000,EGY,34.000000,POINT (34.000000 29.500000),172509,Egypt,651,Middle East,1,1,2018-05-29 00:00:00.000,2018-05-29 00:00:00.000,2,8,0,0,10,10,10,651,
258318,EGY-2018-1-14677-33.1,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,1,"""Xinhua News Agency,2018-06-21,32 militants killed in raids in Egypt's Sinai""",Xinhua News Agency,2018-06-21,32 militants killed in raids in Egypt's Sinai,Egyptian army spokesperson Tamer al-Refai,4,North Sinai governorate,North and Central Sinai,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,2,4,2018-05-29 00:00:00.000,2018-06-21 00:00:00.000,0,6,0,0,6,6,6,651,
275253,EGY-2018-1-14677-33.2,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,1,"""Xinhua News Agency,2018-06-21,32 militants killed in raids in Egypt's Sinai""",Xinhua News Agency,2018-06-21,32 militants killed in raids in Egypt's Sinai,Egyptian army spokesperson Tamer al-Refai,4,Central Sinai governorate,North and Central Sinai,Central Sinai governorate,,29.900000,EGY,33.700000,POINT (33.700000 29.900000),172508,Egypt,651,Middle East,2,4,2018-05-29 00:00:00.000,2018-06-21 00:00:00.000,0,6,0,0,6,7,6,651,
258335,EGY-2018-1-14677-35,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""CrisisWatch,2018-06-30,Global Overview JUNE 2018"";""Egypt Today,2018-06-05,15 terrorists killed in Arish in full-scale crackdown against terrorism""",CrisisWatch;Egypt Today,2018-06-30;2018-06-05,Global Overview JUNE 2018;15 terrorists killed in Arish in full-scale crackdown against terrorism,"Crisis group, security forces report",2,Al ‘Arish town,"near Arish, North Sinai.",North Sinai governorate,,31.128660,EGY,33.797117,POINT (33.797117 31.128660),174668,Egypt,651,Middle East,1,1,2018-06-04 00:00:00.000,2018-06-04 00:00:00.000,0,15,0,0,15,15,0,651,
260163,EGY-2018-1-14677-40,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""Africa Research Bulletin,2018-07-12,Africa Research Bulletin Volume 55 Number 6 "";""Daily News Egypt,2018-06-11,Police announces killing of four alleged militants in Al-Arish""",Africa Research Bulletin;Daily News Egypt,2018-07-12;2018-06-11,Africa Research Bulletin Volume 55 Number 6 ;Police announces killing of four alleged militants in Al-Arish,MENA,2,Al ‘Arish town,"Al-Abydat neighbourhood, near al-Arish",North Sinai governorate,,31.128660,EGY,33.797117,POINT (33.797117 31.128660),174668,Egypt,651,Middle East,1,1,2018-06-10 00:00:00.000,2018-06-10 00:00:00.000,0,4,0,0,4,4,0,651,
258317,EGY-2018-1-14677-32,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""BBC Monitoring Middle East,2018-06-15,IS claims ambushing Egyptian soldiers on key motorway in Sinai"";""Menastream on Twitter,2018-06-14,#Egypt""",BBC Monitoring Middle East;Menastream on Twitter,2018-06-15;2018-06-14,IS claims ambushing Egyptian soldiers on key motorway in Sinai;#Egypt,"IS, Menastream on Twitter",5,Road between El-Qantara el-Sharqîya and Al ‘Arish,"""international road"" west of the town of Arish",North Sinai governorate,,31.021406,EGY,33.051694,POINT (33.051694 31.021406),174667,Egypt,651,Middle East,1,1,2018-06-13 00:00:00.000,2018-06-13 00:00:00.000,3,0,0,0,3,3,3,651,
258326,EGY-2018-1-14677-34,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,1,"""Xinhua News Agency,2018-07-03,Egypt forces kill 3 militants, arrest 59 others in North Sinai""",Xinhua News Agency,2018-07-03,"Egypt forces kill 3 militants, arrest 59 others in North Sinai",Egyptian military,4,North Sinai governorate,North Sinai Province,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,2,2,2018-06-29 00:00:00.000,2018-07-03 00:00:00.000,0,3,2,0,5,5,5,651,
262091,EGY-2018-1-14677-41,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""Associated Press Newswires,2018-08-05,Egypt says troops have killed 52 militants in Sinai"";""Reuters News,2018-08-05,Egyptian forces kills 52 militants in Sinai: military""",Associated Press Newswires;Reuters News,2018-08-05;2018-08-05,Egypt says troops have killed 52 militants in Sinai;Egyptian forces kills 52 militants in Sinai: military,Egyptian army,4,North Sinai governorate,northern Sinai Peninsula,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,2,5,2018-07-03 00:00:00.000,2018-08-05 00:00:00.000,0,28,0,0,28,28,28,651,
260058,EGY-2018-1-14677-36,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""Associated Press Newswires,2018-07-11,Egypt says security forces kill 11 militants in Sinai"";""CrisisWatch,2018-08-01,Global Overview JULY 2018""",Associated Press Newswires;CrisisWatch,2018-07-11;2018-08-01,Egypt says security forces kill 11 militants in Sinai;Global Overview JULY 2018,MENA,1,Al ‘Arish town,"city of al-Arish, northern Sinai Peninsula.",North Sinai governorate,,31.128660,EGY,33.797117,POINT (33.797117 31.128660),174668,Egypt,651,Middle East,1,2,2018-07-09 00:00:00.000,2018-07-11 00:00:00.000,0,11,0,0,11,11,0,651,
260060,EGY-2018-1-14677-37,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""Reuters News,2018-07-24,Egyptian security forces kill 13 suspected militants in shootout in Sinai"";""Xinhua News Agency,2018-07-24,Egypt police kill 13 terrorists in Sinai shootout""",Reuters News;Xinhua News Agency,2018-07-24;2018-07-24,Egyptian security forces kill 13 suspected militants in shootout in Sinai;Egypt police kill 13 terrorists in Sinai shootout,"MENA, security source",2,Al ‘Arish town,a village in Arish,North Sinai governorate,,31.128660,EGY,33.797117,POINT (33.797117 31.128660),174668,Egypt,651,Middle East,1,2,2018-07-22 00:00:00.000,2018-07-24 00:00:00.000,0,13,0,0,13,13,13,651,
262107,EGY-2018-1-14677-47.1,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,3,"""Agence France Presse,2018-08-29,Egypt army says 20 jihadists killed in operations"";""Reuters News,2018-08-29,Egypt says 20 suspected militants killed in western desert, Sinai"";""Xinhua News Agency,2018-08-29,20 militants killed in anti-terror raids in Egypt's North Sinai, Western Desert

AU 	
Mahmoud Fouly""",Agence France Presse;Reuters News;Xinhua News Agency,2018-08-29;2018-08-29;2018-08-29,"Egypt army says 20 jihadists killed in operations;Egypt says 20 suspected militants killed in western desert, Sinai;20 militants killed in anti-terror raids in Egypt's North Sinai, Western Desert

AU 	
Mahmoud Fouly",Egyptian Army,5,Sinai Peninsula,Western Desert and Sinai Peninsula,,,29.500000,EGY,34.000000,POINT (34.000000 29.500000),172509,Egypt,651,Middle East,2,4,2018-08-05 00:00:00.000,2018-08-29 00:00:00.000,0,1,0,0,1,2,1,651,
329621,EGY-2018-1-14677-47.2,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,3,"""Agence France Presse,2018-08-29,Egypt army says 20 jihadists killed in operations"";""Reuters News,2018-08-29,Egypt says 20 suspected militants killed in western desert, Sinai"";""Xinhua News Agency,2018-08-29,20 militants killed in anti-terror raids in Egypt's North Sinai, Western Desert

AU 	
Mahmoud Fouly""",Agence France Presse;Reuters News;Xinhua News Agency,2018-08-29;2018-08-29;2018-08-29,"Egypt army says 20 jihadists killed in operations;Egypt says 20 suspected militants killed in western desert, Sinai;20 militants killed in anti-terror raids in Egypt's North Sinai, Western Desert

AU 	
Mahmoud Fouly",Egyptian Army,5,Egypt-Libya border,Western Desert and Sinai Peninsula,,,27.471047,EGY,25.007243,POINT (25.007243 27.471047),168891,Egypt,651,Middle East,2,4,2018-08-05 00:00:00.000,2018-08-29 00:00:00.000,0,2,0,0,2,1,2,651,
262097,EGY-2018-1-14677-44,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""Associated Press Newswires,2018-08-12,Egypt: Security forces kill 12 Islamic militants in Sinai"";""Agence France Presse,2018-08-12,Egypt says 12 'terrorists' killed in Sinai shootout""",Associated Press Newswires;Agence France Presse,2018-08-12;2018-08-12,Egypt: Security forces kill 12 Islamic militants in Sinai;Egypt says 12 'terrorists' killed in Sinai shootout,Interior ministry,1,Al ‘Arish town,Arish,North Sinai governorate,,31.128660,EGY,33.797117,POINT (33.797117 31.128660),174668,Egypt,651,Middle East,1,2,2018-08-10 00:00:00.000,2018-08-12 00:00:00.000,0,12,0,0,12,12,0,651,
262101,EGY-2018-1-14677-45,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""Agence France Presse,2018-08-20,Egyptian army officer killed in Sinai roadside blast"";""BBC Monitoring Middle East,2018-08-22,IS claims suicide attack in Egypt's northern Sinai""",Agence France Presse;BBC Monitoring Middle East,2018-08-20;2018-08-22,Egyptian army officer killed in Sinai roadside blast;IS claims suicide attack in Egypt's northern Sinai,"Medics, IS on Telegram",2,Al ‘Arish Airport,west of Arish Airport,North Sinai governorate,,31.076874,EGY,33.834278,POINT (33.834278 31.076874),174668,Egypt,651,Middle East,1,1,2018-08-19 00:00:00.000,2018-08-19 00:00:00.000,1,1,0,0,2,2,2,651,
262103,EGY-2018-1-14677-46,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,3,"""Xinhua News Agency,2018-08-25,Egypt foils attack on checkpoint in North Sinai"";""Associated Press Newswires,2018-08-25,Egypt officials say 4 police, 4 militants killed in Sinai"";""Reuters News,2018-08-26,Islamic State claims responsibility for Egypt's Sinai attack""",Xinhua News Agency;Associated Press Newswires;Reuters News,2018-08-25;2018-08-25;2018-08-26,"Egypt foils attack on checkpoint in North Sinai;Egypt officials say 4 police, 4 militants killed in Sinai;Islamic State claims responsibility for Egypt's Sinai attack","Security source, Amaq",2,Al ‘Arish town,"checkpoint Kilo 17, at the entrance of Arish",North Sinai governorate,,31.128660,EGY,33.797117,POINT (33.797117 31.128660),174668,Egypt,651,Middle East,1,1,2018-08-25 00:00:00.000,2018-08-25 00:00:00.000,4,4,0,0,8,8,8,651,
268819,EGY-2018-1-14677-54,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,2,"""Xinhua News Agency,2018-10-08,Egyptian security forces kill 52 militants in restive North Sinai"";""Agence France Presse,2018-10-08,Egypt army says 52 suspected jihadists killed in Sinai""",Xinhua News Agency;Agence France Presse,2018-10-08;2018-10-08,Egyptian security forces kill 52 militants in restive North Sinai;Egypt army says 52 suspected jihadists killed in Sinai,Army statement,4,North Sinai governorate,North Sinai Province,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,1,5,2018-08-29 00:00:00.000,2018-10-08 00:00:00.000,3,25,0,0,28,28,28,651,
265895,EGY-2018-1-14677-50,2018,2018,2018,1,Clear,1,13648,13648,Egypt: Islamic State,14677,14677,Government of Egypt - IS,117,117,Government of Egypt,234,234,IS,1,"""Reuters News,2018-09-10,Egypt says 11 suspected militants killed in Sinai""",Reuters News,2018-09-10,Egypt says 11 suspected militants killed in Sinai,Security sources,1,Ash Shaykh Zuwayd town,,North Sinai governorate,,31.216297,EGY,34.110742,POINT (34.110742 31.216297),174669,Egypt,651,Middle East,1,1,2018-09-09 00:00:00.000,2018-09-09 00:00:00.000,2,0,0,0,2,2,0,651,
